lat,lon,query_lat,query_lon,pano_id,date,status
34.09106767977971,-118.2965702820996,34.09105699999994,-118.296631105,OdzG9yr-X-uJZoUMetg4kg,2022-06,
34.09106767977971,-118.2965702820996,34.09132669999994,-118.296631105,OdzG9yr-X-uJZoUMetg4kg,2022-06,
34.09020987146742,-118.2970506293159,34.09024789999995,-118.296631105,UnNXGehg-o1bdsTl7a0azQ,2022-06,
34.09085660809717,-118.2966330796587,34.09051759999995,-118.296631105,VsZFKa66fIFXAh3rDPxe2g,2024-08,
34.09210137266361,-118.2961188347605,34.09213579999993,-118.296631105,nd_MjTicl53tMk18xkR5Cg,2024-08,
34.09398429229033,-118.2961299849266,34.09402369999991,-118.296631105,o8jUSndpSdVBjokfSwnGdg,2024-08,
34.08891479025364,-118.2970465260771,34.08889939999997,-118.296631105,Uw2PbxSVCP2ZPwnhwO8lsw,2022-06,
34.09480643571946,-118.2961332853756,34.0948327999999,-118.296631105,84sqLvV2P1YD_-ZVQ6Wq2g,2024-08,
34.09163807815463,-118.2961171399352,34.091596399999936,-118.296631105,SQEpSJCnmjCMggiR8Bqz8Q,2024-08,
34.09425962424577,-118.2961310553425,34.094293399999906,-118.296631105,O3dXKgPN96EaSEQhY9uR5A,2024-08,
34.09085660809717,-118.2966330796587,34.090787299999946,-118.296631105,VsZFKa66fIFXAh3rDPxe2g,2024-08,
34.0926525047968,-118.2961225812164,34.092675199999924,-118.296631105,Ad8890x8j29Cx1I4XzbvBw,2024-08,
34.08919275794962,-118.2970474180856,34.089169099999964,-118.296631105,_raLP5-YA5WXjaQZLnuWuw,2022-06,
34.09342293284116,-118.2966301360236,34.09321459999992,-118.296631105,nH90Z9eQwKqsAn3-rOTA9g,2022-06,
34.08837609509825,-118.2970448312611,34.08835999999997,-118.296631105,SCgmN3yYXKZ1pRzNHotdzQ,2022-06,
34.08758966952828,-118.2970412632272,34.08755089999998,-118.296631105,MX5-oUiubwiWbpUMT82lAw,2022-06,
34.09342293284116,-118.2966301360236,34.093484299999915,-118.296631105,nH90Z9eQwKqsAn3-rOTA9g,2022-06,
34.09342293284116,-118.2966301360236,34.09375399999991,-118.296631105,nH90Z9eQwKqsAn3-rOTA9g,2022-06,
34.09296149894895,-118.2961246328469,34.09294489999992,-118.296631105,aA0b2uXti_usTugq_QbL-A,2024-08,
34.09453329264236,-118.2961322149597,34.0945630999999,-118.296631105,ylwFLcSQYKLejLuWduqV4Q,2024-08,
34.08724550428217,-118.2970392116077,34.087281199999985,-118.296631105,kKtcRZPukZiWM7Q4QzA72Q,2022-06,
34.09002439064672,-118.2970500941109,34.089978199999955,-118.296631105,_riPN-autiS6hjrqyvxbCQ,2022-06,
34.08622662811076,-118.2970332351507,34.0862024,-118.296631105,pCNEkNy1tKuEffJhYap3YQ,2022-06,
34.08948577991828,-118.2970483992948,34.08943879999996,-118.296631105,HNTM7crTVC8veSMV2psKiw,2022-06,
34.09237955612569,-118.2961207079884,34.09240549999993,-118.296631105,p3C_lAX1iffxPxHExmUJeQ,2024-08,
34.08676411948928,-118.2970363571805,34.08674179999999,-118.296631105,MAbrfoQRcrVJUMmCMzouLw,2022-06,
34.0865039566315,-118.297034840766,34.086472099999995,-118.296631105,WPdemO8mGZQvz5lU8DdZPQ,2022-06,
34.0880155528786,-118.29658749791,34.088090299999976,-118.296631105,4C40YFkIT6fGCHOv_yltPQ,2024-07,
34.0880155528786,-118.29658749791,34.08782059999998,-118.296631105,4C40YFkIT6fGCHOv_yltPQ,2024-07,
34.08705040830325,-118.2970380519966,34.08701149999999,-118.296631105,2kgYm6Er2y5LUvC6ErP7_Q,2022-06,
34.08581191004215,-118.296673844539,34.0859327,-118.296631105,B41NN_AfWHdb-_GESv01Mw,2024-08,
34.09182248550409,-118.2961175859418,34.09186609999993,-118.296631105,X9FuX1AwsnoM8hSAdB_Pnw,2024-08,
34.08865461122654,-118.2970457232695,34.08862969999997,-118.296631105,Kyu9BxSKO2vVQZfC7AcAPg,2022-06,
34.08974580042226,-118.2970492021024,34.08970849999996,-118.296631105,6e9LAWRjr9qOgVe4kiDJJQ,2022-06,
